Month,Product,Region,Latitude,Longitude,Sales,Forecast,VariancePct,OrderProcessingTime
Apr,Pasta & Pizza,North America,40.7128,-74.006,246584,243569,1.2378422541456424,26.47391968927453
Apr,Pasta & Pizza,North America,40.7128,-74.006,464444,452588,2.6196010499615547,31.164245589426077
Apr,Pasta & Pizza,North America,40.7128,-74.006,23986,24403,-1.7088062943080766,31.775496919186715
Apr,Pasta & Pizza,North America,40.7128,-74.006,22666,22086,2.626097980621208,28.321564953554724
Apr,Pasta & Pizza,North America,40.7128,-74.006,294806,300997,-2.0568311312072876,29.381575248297573
Apr,Pasta & Pizza,Europe,48.8566,2.3522,481819,476930,1.0250980227706372,29.64453575745869
Apr,Pasta & Pizza,Europe,48.8566,2.3522,482791,487597,-0.9856500347623139,29.179233382627398
Apr,Pasta & Pizza,Europe,48.8566,2.3522,487867,491893,-0.8184706836649434,29.855979756839332
Apr,Pasta & Pizza,Europe,48.8566,2.3522,385396,396303,-2.752187089171669,32.00706579578405
Apr,Pasta & Pizza,Europe,48.8566,2.3522,168338,170972,-1.5406031396953888,32.99086850576695
Apr,Pasta & Pizza,Europe,48.8566,2.3522,100982,98197,2.8361355234884975,30.67636250398664
Apr,Pasta & Pizza,Europe,48.8566,2.3522,403422,401668,0.43667904836830423,30.17409413647634
Apr,Pasta & Pizza,Europe,48.8566,2.3522,117059,117503,-0.37786269286741614,29.401985299068265
Apr,Pasta & Pizza,Europe,48.8566,2.3522,360083,368888,-2.3869033419357635,28.93116709265299
Apr,Pasta & Pizza,Europe,48.8566,2.3522,259002,254387,1.8141650320181457,27.009892258371327
Apr,Pasta & Pizza,Europe,48.8566,2.3522,459036,447385,2.6042446662270753,28.383012794213624
Apr,Pasta & Pizza,Europe,48.8566,2.3522,53585,53984,-0.7391078838174273,28.996485912830927
Apr,Pasta & Pizza,Europe,48.8566,2.3522,445773,449341,-0.7940517335386711,30.51423374011256
Apr,Pasta & Pizza,Europe,48.8566,2.3522,210235,209181,0.503869854336675,30.62902579172634
Apr,Pasta & Pizza,Europe,48.8566,2.3522,446157,447210,-0.23545985107667539,28.595893812245293
Apr,Pasta & Pizza,Europe,48.8566,2.3522,138376,139602,-0.8782109138837553,29.344675706804463
Apr,Pasta & Pizza,Europe,48.8566,2.3522,147848,150669,-1.872316136696998,24.68964790487306
Apr,Pasta & Pizza,Europe,48.8566,2.3522,275892,279077,-1.1412620889575278,30.69103588777753
Apr,Pasta & Pizza,Europe,48.8566,2.3522,23545,23315,0.9864893845164058,29.67742857666798
Apr,Pasta & Pizza,Europe,48.8566,2.3522,499055,500794,-0.3472485692719961,30.80810171362908
Apr,Pasta & Pizza,Europe,48.8566,2.3522,128451,127399,0.8257521644596897,29.96289839097672
Apr,Pasta & Pizza,Europe,48.8566,2.3522,426880,417866,2.157150856973288,26.652990756019555
Apr,Pasta & Pizza,Europe,48.8566,2.3522,266951,259533,2.8582107092354345,30.120460419882054
Apr,Pasta & Pizza,Europe,48.8566,2.3522,384325,373557,2.8825587527472383,34.92648422497057
Apr,Pasta & Pizza,Europe,48.8566,2.3522,441839,452662,-2.39096721173856,28.850581584773202
Apr,Pasta & Pizza,Europe,48.8566,2.3522,323003,321991,0.31429449891456596,29.157003559320234
Apr,Pasta & Pizza,Europe,48.8566,2.3522,167381,164790,1.5723041446689727,32.28564562903004
Apr,Pasta & Pizza,Europe,48.8566,2.3522,391050,385000,1.5714285714285716,31.503866065373547
Apr,Pasta & Pizza,Europe,48.8566,2.3522,178229,176815,0.7997059073042446,32.810410611756375
Apr,Pasta & Pizza,Europe,48.8566,2.3522,44698,45546,-1.861853949852896,32.784651506983806
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,32671,33328,-1.9713154104656745,28.01892734973862
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,25708,26260,-2.102056359482102,28.867404540794457
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,143883,145415,-1.0535364302169652,30.018288691480276
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,247714,245464,0.9166313593846755,29.268921406334915
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,470486,461293,1.992876544842432,28.161151531532393
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,372833,380387,-1.9858722827015645,33.099868810035076
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,142874,141511,0.9631760075188501,29.28650994846361
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,318987,312765,1.9893530286317203,31.11224359706793
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,493951,495586,-0.32991246726097995,26.785033530877545
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,375871,386367,-2.716588114409357,30.36926771706461
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,293076,300117,-2.3460850268395324,27.119917104632403
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,390002,394690,-1.187767615090324,32.38145451222728
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,454623,465455,-2.3271852273581763,30.500985700691754
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,284327,290313,-2.061912487556534,30.69289641899395
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,388480,380592,2.07256064236768,30.45257653899775
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,189426,187974,0.7724472533435475,31.694802865153278
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,310504,313550,-0.9714559081486206,33.731549022289514
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,464351,478127,-2.881242849703112,30.947665841823575
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,104179,105505,-1.2568124733424957,28.497641150672145
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,145059,143896,0.8082226052148774,27.73914389375894
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,138391,141290,-2.051808337461958,31.64412031998898
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,211163,211274,-0.052538409837462254,33.7935859653079
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,448741,442419,1.4289621377020425,31.757347096381793
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,160810,160176,0.3958146039356707,29.52081098361238
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,451620,451691,-0.015718710357301786,29.47068633352409
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,235732,231915,1.6458616303387015,35.44033833317924
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,215615,212778,1.3333145343973531,30.083960128940046
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,476960,491112,-2.8816237436674323,29.72545636580437
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,421805,433293,-2.6513237001290118,29.5530744293483
Apr,Pasta & Pizza,South America,-23.5505,-46.6333,335352,344468,-2.646399665571258,31.428000988184184
Apr,Pasta & Pizza,Asia,35.6895,139.6917,275564,274376,0.43298247660145206,29.095075535310663
Apr,Pasta & Pizza,Asia,35.6895,139.6917,387812,380619,1.8898163255118636,31.554099589807215
Apr,Pasta & Pizza,Asia,35.6895,139.6917,191408,189305,1.1109056813079423,30.42818748826041
Apr,Pasta & Pizza,Asia,35.6895,139.6917,426309,431323,-1.1624698891549954,27.508522442576023
Apr,Pasta & Pizza,Asia,35.6895,139.6917,455101,444101,2.476914035320794,30.116417436892
Apr,Pasta & Pizza,Asia,35.6895,139.6917,240785,238221,1.076311492269783,27.714059404338755
Apr,Pasta & Pizza,Asia,35.6895,139.6917,168823,170818,-1.1679097050662108,28.081983807146443
Apr,Pasta & Pizza,Asia,35.6895,139.6917,64748,63957,1.2367684538049002,32.764009208343886
Apr,Pasta & Pizza,Asia,35.6895,139.6917,452905,461332,-1.8266671290957488,31.030095372612095
Apr,Pasta & Pizza,Asia,35.6895,139.6917,342460,336178,1.8686529160147303,37.705462981309445
Apr,Pasta & Pizza,Asia,35.6895,139.6917,87575,88636,-1.197030551920213,30.46459231635281
Apr,Pasta & Pizza,Asia,35.6895,139.6917,458982,445973,2.9169927327439105,30.352361844104642
Apr,Pasta & Pizza,Asia,35.6895,139.6917,42097,41071,2.498113023788074,29.02927290434179
Apr,Pasta & Pizza,Asia,35.6895,139.6917,103848,101698,2.1141025388896537,30.163748278772644
Apr,Pasta & Pizza,Asia,35.6895,139.6917,136141,134397,1.2976480129764802,29.170936389220216
Apr,Pasta & Pizza,Asia,35.6895,139.6917,80313,81867,-1.8982007402249992,30.16039742508163
Apr,Pasta & Pizza,Asia,35.6895,139.6917,367429,368246,-0.22186255926744622,31.932784003944835
Apr,Pasta & Pizza,Asia,35.6895,139.6917,261451,256993,1.7346775982225195,28.978111065426077
Apr,Pasta & Pizza,Asia,35.6895,139.6917,386836,385844,0.25709872383657645,29.217196375836338
Apr,Pasta & Pizza,Asia,35.6895,139.6917,435309,436370,-0.2431422875083072,30.87604519484335
Apr,Pasta & Pizza,Asia,35.6895,139.6917,442950,433338,2.218129958600446,27.38417140066125
Apr,Pasta & Pizza,Asia,35.6895,139.6917,113481,110610,2.5956061838893407,26.01880090084527
Apr,Pasta & Pizza,Asia,35.6895,139.6917,362996,356120,1.9308098393799842,29.728565235363536
Apr,Pasta & Pizza,Asia,35.6895,139.6917,110235,109632,0.550021891418564,28.412989964654777
Apr,Pasta & Pizza,Asia,35.6895,139.6917,338761,347200,-2.4305875576036864,26.902342640351815
Apr,Pasta & Pizza,Asia,35.6895,139.6917,15237,15433,-1.2700058316594312,29.313741871791805
Apr,Pasta & Pizza,Asia,35.6895,139.6917,186615,191481,-2.5412443010011434,30.542123497484525
Apr,Pasta & Pizza,Asia,35.6895,139.6917,39375,39503,-0.3240260233399995,34.489613212021126
Apr,Pasta & Pizza,Asia,35.6895,139.6917,123429,125132,-1.3609628232586388,30.17313162904511
Apr,Pasta & Pizza,Asia,35.6895,139.6917,341186,346464,-1.5233905975801236,28.81423453507929
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,487880,483251,0.9578873090795467,31.39818476371998
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,494963,485257,2.000177225676291,31.199793267422013
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,69101,69721,-0.8892586164857074,29.3512091048652
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,206489,208048,-0.7493463046989156,31.049218001261018
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,372937,372960,-0.006166881166881166,33.86708525885998
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,37663,36692,2.6463534285402814,30.827749674501614
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,376326,386357,-2.596303418858724,30.688136262804043
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,207459,208398,-0.4505801399245674,31.852465085770067
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,475585,477678,-0.43816127181909154,30.4539686024387
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,365754,375442,-2.5804252054911276,29.458075475664522
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,48304,48743,-0.9006421434872699,28.66205034536663
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,489243,477524,2.4541174893827327,28.263831549191025
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,153233,148994,2.845081009973556,26.912549194616208
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,366441,362460,1.0983280913756002,32.23378688040336
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,124585,125942,-1.077480109891855,27.5235382977033
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,292502,285800,2.344996501049685,28.350697344697856
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,361732,358440,0.9184242830041289,30.89729734810401
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,316569,315115,0.4614188470875712,29.842536632664387
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,176807,180062,-1.8077106774333285,29.958196812071705
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,309985,305335,1.5229174513239556,30.234654766617563
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,438127,433942,0.9644145991860663,33.10571955167865
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,122856,120926,1.596017399070506,29.120964249051447
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,196141,200878,-2.3581477314588954,32.61095761430866
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,453733,448223,1.229298808851844,30.042007683265517
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,49954,49621,0.6710868382338123,29.457919075422915
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,485853,491006,-1.0494780104520107,28.773810634183246
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,435523,437442,-0.4386867287548978,28.363558633533057
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,112795,111635,1.0391006404801362,34.18477455137092
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,152202,149578,1.7542686758747945,33.62733315175782
Apr,Pasta & Pizza,Africa,-1.2921,36.8219,113150,110726,2.1891877246536495,30.80916579023505
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,164697,168026,-1.9812409984169117,30.111144313887934
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,293821,297363,-1.1911367587763104,30.120465842978184
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,49081,48776,0.6253075282926029,26.836692148770908
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,38295,38006,0.7604062516444772,30.15801802848811
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,167504,171326,-2.2308347828117157,30.579765623074252
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,404540,410690,-1.4974798509824927,29.625550087302372
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,176981,179191,-1.233320869909761,25.320806872713202
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,36790,36622,0.45874064769810496,29.2969264027591
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,458345,453676,1.0291485553566861,26.82707276314733
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,227841,227412,0.188644398712469,29.155645650098005
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,133961,135897,-1.4246083430833647,31.295116218027427
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,315062,319713,-1.4547422219302937,31.072053069809716
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,352363,362134,-2.6981724996824377,27.108780055055835
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,305735,306255,-0.1697931462343472,28.31172617296452
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,252804,259830,-2.7040757418311974,30.448184963620832
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,293876,289520,1.5045592705167172,30.02518480156359
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,433570,445778,-2.738582882062372,34.55152259513441
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,310557,306727,1.2486673817433744,30.812453370099856
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,455952,459441,-0.7594010982911843,31.744641273441356
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,165576,169701,-2.4307458412148426,30.366684011476703
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,371801,381848,-2.6311516624416,29.77813612874098
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,76203,75451,0.9966733376628542,31.952618252962207
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,19337,18975,1.9077733860342556,25.752208551380384
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,172993,170563,1.4246935150061855,28.94848995663848
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,137016,135042,1.4617674501266271,29.01021314486944
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,441304,436260,1.1561912620914132,29.901040894433603
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,329187,331217,-0.612891246524182,28.7074010013985
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,132402,134964,-1.8982839868409354,29.19289008630618
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,408929,406883,0.5028472558450464,31.56055032884
Apr,Pasta & Pizza,Australia,-33.8688,151.2093,468761,480931,-2.5305085344883156,30.302159924305457
Apr,Canned Goods,North America,40.7128,-74.006,427009,428330,-0.30840706931571454,29.38051379303479
Apr,Canned Goods,North America,40.7128,-74.006,71813,73151,-1.8290932454785307,27.660365935657982
Apr,Canned Goods,North America,40.7128,-74.006,411631,423616,-2.8292132497356093,32.744755593094496
Apr,Canned Goods,North America,40.7128,-74.006,203752,209496,-2.7418184595409936,28.64442781401323
Apr,Canned Goods,North America,40.7128,-74.006,344618,346046,-0.4126619004409819,30.437366184552282
Apr,Canned Goods,North America,40.7128,-74.006,201172,207203,-2.9106721427778552,29.031248616061394
Apr,Canned Goods,North America,40.7128,-74.006,245365,251447,-2.4187999856828677,33.192285887803266
Apr,Canned Goods,North America,40.7128,-74.006,14809,15119,-2.0504001587406577,31.202107888423072
Apr,Canned Goods,North America,40.7128,-74.006,154528,152127,1.5782865632004837,28.686942097062364
Apr,Canned Goods,North America,40.7128,-74.006,326076,328153,-0.6329364656120773,28.44183954150425
Apr,Canned Goods,North America,40.7128,-74.006,31949,32674,-2.218889637020261,23.043661572726887
Apr,Canned Goods,North America,40.7128,-74.006,322066,322455,-0.12063698810686763,29.463473876100974
Apr,Canned Goods,North America,40.7128,-74.006,47131,48025,-1.8615304528891201,30.82742559990415
Apr,Canned Goods,North America,40.7128,-74.006,291342,283104,2.9098847066802307,32.68417700861183
Apr,Canned Goods,North America,40.7128,-74.006,54238,55164,-1.6786309912261619,32.29924615766616
Apr,Canned Goods,North America,40.7128,-74.006,331638,324402,2.2305657794958105,31.050423425381894
Apr,Canned Goods,North America,40.7128,-74.006,88587,91140,-2.801184990125082,33.221156926446604
Apr,Canned Goods,North America,40.7128,-74.006,35934,35799,0.3771055057403838,32.547986781177634
Apr,Canned Goods,North America,40.7128,-74.006,465102,471419,-1.339996902967424,25.941538289812023
Apr,Canned Goods,North America,40.7128,-74.006,314462,312509,0.624942001670352,33.92260694392728
Apr,Canned Goods,North America,40.7128,-74.006,80390,80503,-0.14036743972274326,31.93725696925469
Apr,Canned Goods,North America,40.7128,-74.006,327623,334347,-2.011084292666003,31.291465577446495
Apr,Canned Goods,North America,40.7128,-74.006,292107,284504,2.6723701599977505,30.25608213711692
Apr,Canned Goods,North America,40.7128,-74.006,15569,15409,1.0383542085794017,29.037323301440548
Apr,Canned Goods,North America,40.7128,-74.006,439802,441903,-0.4754437059716725,30.97018822322655
Apr,Canned Goods,North America,40.7128,-74.006,165286,161597,2.2828394091474467,25.8749486521765
Apr,Canned Goods,North America,40.7128,-74.006,212846,211572,0.6021590758701529,28.183891912859124
Apr,Canned Goods,North America,40.7128,-74.006,397971,394285,0.934856766044866,31.12206613494212
Apr,Canned Goods,North America,40.7128,-74.006,267218,273219,-2.196406545664833,30.93555909241542
Apr,Canned Goods,North America,40.7128,-74.006,38732,38016,1.8834175084175084,30.03012876315799
Apr,Canned Goods,Europe,48.8566,2.3522,427170,435417,-1.8940463969022798,27.43941774352949
Apr,Canned Goods,Europe,48.8566,2.3522,295205,287919,2.5305728347208767,27.396793348516
Apr,Canned Goods,Europe,48.8566,2.3522,140560,140850,-0.20589279375221864,31.572067911424167
Apr,Canned Goods,Europe,48.8566,2.3522,380608,380686,-0.020489327162018043,29.42571980515323
Apr,Canned Goods,Europe,48.8566,2.3522,384572,380455,1.0821253499099763,29.91674793142615
Apr,Canned Goods,Europe,48.8566,2.3522,184293,179668,2.574192399314291,28.199768683852174
Apr,Canned Goods,Europe,48.8566,2.3522,196717,192668,2.1015425498785474,30.35625685152213
Apr,Canned Goods,Europe,48.8566,2.3522,403518,400381,0.7835037127136404,30.07127091970091
Apr,Canned Goods,Europe,48.8566,2.3522,121317,119396,1.6089316224999162,30.3841807612653
Apr,Canned Goods,Europe,48.8566,2.3522,255121,258909,-1.4630623114685084,33.194225445041624
Apr,Canned Goods,Europe,48.8566,2.3522,276765,270915,2.159348873262832,30.800437940814074
Apr,Canned Goods,Europe,48.8566,2.3522,354982,355230,-0.06981392337358894,28.430976212373395
Apr,Canned Goods,Europe,48.8566,2.3522,48638,47267,2.900543719719889,29.28358159901844
Apr,Canned Goods,Europe,48.8566,2.3522,306818,302077,1.569467387454192,31.803726874035775
Apr,Canned Goods,Europe,48.8566,2.3522,345832,350758,-1.4043870702877768,30.51984293827146
Apr,Canned Goods,Europe,48.8566,2.3522,60448,59401,1.7625965892830089,27.417927858203768
Apr,Canned Goods,Europe,48.8566,2.3522,460009,460984,-0.2115040869097409,28.594897765759672
Apr,Canned Goods,Europe,48.8566,2.3522,409384,413783,-1.0631176244553304,27.61347976872315
Apr,Canned Goods,Europe,48.8566,2.3522,477010,481269,-0.8849520746193917,35.146649904220865
Apr,Canned Goods,Europe,48.8566,2.3522,36069,36256,-0.5157766990291263,28.751966542222842
Apr,Canned Goods,Europe,48.8566,2.3522,345623,347417,-0.5163823301680689,25.984863957274452
Apr,Canned Goods,Europe,48.8566,2.3522,201076,199424,0.8283857509627728,32.134912344469505
Apr,Canned Goods,Europe,48.8566,2.3522,195625,196887,-0.6409768039535367,29.977545113240723
Apr,Canned Goods,Europe,48.8566,2.3522,122581,123358,-0.629874025194961,26.724011928573223
Apr,Canned Goods,Europe,48.8566,2.3522,199728,193826,3.044999122924685,28.76581918342625
Apr,Canned Goods,Europe,48.8566,2.3522,82303,80627,2.0787081250697654,27.482315916895608
Apr,Canned Goods,Europe,48.8566,2.3522,197210,192333,2.5357063010507814,31.59496840895663
Apr,Canned Goods,Europe,48.8566,2.3522,228958,233313,-1.866591231521604,30.290408120570916
Apr,Canned Goods,Europe,48.8566,2.3522,397952,397731,0.05556519356047177,31.63170324097818
Apr,Canned Goods,Europe,48.8566,2.3522,325585,326693,-0.33915633331598777,31.133511853837653
Apr,Canned Goods,South America,-23.5505,-46.6333,351383,350890,0.14049987175468096,29.138415224154766
Apr,Canned Goods,South America,-23.5505,-46.6333,433321,428736,1.0694226750261233,30.98913320428497
Apr,Canned Goods,South America,-23.5505,-46.6333,101922,100084,1.8364573758043246,30.43172129637801
Apr,Canned Goods,South America,-23.5505,-46.6333,339728,341982,-0.6590990169073226,33.41799132637767
Apr,Canned Goods,South America,-23.5505,-46.6333,251983,245743,2.539238147170011,31.528504397218047
Apr,Canned Goods,South America,-23.5505,-46.6333,377436,378174,-0.19514826508432626,30.0215963296194
Apr,Canned Goods,South America,-23.5505,-46.6333,292272,289978,0.791094496823897,34.13408800350276
Apr,Canned Goods,South America,-23.5505,-46.6333,413081,425224,-2.855671363798845,26.1101214192585
Apr,Canned Goods,South America,-23.5505,-46.6333,388892,393198,-1.0951225591177982,34.77975654443665
Apr,Canned Goods,South America,-23.5505,-46.6333,439474,435488,0.9152950253508707,28.791171043736576
Apr,Canned Goods,South America,-23.5505,-46.6333,378432,386395,-2.0608444726251633,28.880516050543456
Apr,Canned Goods,South America,-23.5505,-46.6333,339588,344291,-1.365995625793297,33.01005022932164
Apr,Canned Goods,South America,-23.5505,-46.6333,474008,465618,1.8019062836917814,31.336201903513427
Apr,Canned Goods,South America,-23.5505,-46.6333,177231,178022,-0.4443271056386289,29.621584681008645
Apr,Canned Goods,South America,-23.5505,-46.6333,147023,149506,-1.6608029109199631,31.06383378443769
Apr,Canned Goods,South America,-23.5505,-46.6333,433739,424985,2.0598374060260953,31.392702253304975
Apr,Canned Goods,South America,-23.5505,-46.6333,358884,352131,1.917752200175503,31.306799475829774
Apr,Canned Goods,South America,-23.5505,-46.6333,135501,134353,0.8544654752778128,27.417751222102588
Apr,Canned Goods,South America,-23.5505,-46.6333,24060,24187,-0.5250754537561501,28.99842723516481
Apr,Canned Goods,South America,-23.5505,-46.6333,170359,169101,0.743934098556484,33.81403780382111
Apr,Canned Goods,South America,-23.5505,-46.6333,153026,154165,-0.7388187980410599,25.347296573000445
Apr,Canned Goods,South America,-23.5505,-46.6333,412400,405773,1.6331791420326143,33.02160643622905
Apr,Canned Goods,South America,-23.5505,-46.6333,175088,173947,0.6559469263626277,28.505784222119473
Apr,Canned Goods,South America,-23.5505,-46.6333,102263,103025,-0.739626304295074,30.109838597304513
Apr,Canned Goods,South America,-23.5505,-46.6333,339650,338254,0.41270761025738056,32.429444119373095
Apr,Canned Goods,South America,-23.5505,-46.6333,490703,480890,2.040591403439456,28.238272711023477
Apr,Canned Goods,South America,-23.5505,-46.6333,392574,395402,-0.7152214708069257,31.93184401591918
Apr,Canned Goods,South America,-23.5505,-46.6333,108723,111969,-2.8990166921201403,30.164109742305595
Apr,Canned Goods,South America,-23.5505,-46.6333,369864,365685,1.1427868247261987,31.66067163308849
Apr,Canned Goods,South America,-23.5505,-46.6333,375821,369158,1.8049182192990534,28.287832348182267
Apr,Canned Goods,Asia,35.6895,139.6917,331345,336562,-1.5500858682798415,29.30494653245409
Apr,Canned Goods,Asia,35.6895,139.6917,397877,398747,-0.218183459687471,31.658277369170538
Apr,Canned Goods,Asia,35.6895,139.6917,170558,174103,-2.0361510140548984,29.460250129413257
Apr,Canned Goods,Asia,35.6895,139.6917,242604,243184,-0.2385025330613856,28.042472568435386
Apr,Canned Goods,Asia,35.6895,139.6917,136108,133896,1.6520284399832705,31.927700637430725
